"","player.name","player.id","team.name","minutes_played","matches_played","matches_started","sub_apps","most_played_position","position.id","passes_completed","passes_attempted","progressive_passes_completed","progressive_passes_attempted","distanced_progressed_passes","final_3rd_passes_completed","final_3rd_passes_attempted","penalty_box_passes_completed","penalty_box_passes_attempted","assists","xGA","key_passes","short_passes_completed","short_passes_attempted","medium_passes_completed","medium_passes_attempted","long_passes_completed","long_passes_attempted","through_balls_completed","through_balls_attempted","switches_completed","switches_attempted","passes_under_pressure_completed","passes_under_pressure_attempted","crosses_completed","crosses_attempted","passes_completion_rate","progressive_passes_completion_rate","final_3rd_passes_completion_rate","penalty_box_passes_completion_rate","crosses_completion_rate","switches_completion_rate","through_balls_completion_rate","passes_under_pressure_completion_rate","passes_completed_per90","passes_attempted_per90","progressive_passes_completed_per90","progressive_passes_attempted_per90","distanced_progressed_passes_per90","final_3rd_passes_completed_per90","final_3rd_passes_attempted_per90","penalty_box_passes_completed_per90","penalty_box_passes_attempted_per90","assists_per90","xGA_per90","key_passes_per90","short_passes_completed_per90","short_passes_attempted_per90","medium_passes_completed_per90","medium_passes_attempted_per90","long_passes_completed_per90","long_passes_attempted_per90","through_balls_completed_per90","through_balls_attempted_per90","switches_completed_per90","switches_attempted_per90","passes_under_pressure_completed_per90","passes_under_pressure_attempted_per90","crosses_completed_per90","crosses_attempted_per90","5050_completed","5050_attempted","yellow_cards","red_cards","ball_recoveries_attempted","ball_recoveries_completed","blocks_completed","blocks_SoT","clearances_completed","dribbled_past","tackles_won","tackles_attempted","errors","fouls_committed","penalties_committed","interceptions_attempted","interceptions_completed","own_goals_conceded","time_pressuring_seconds","possesion_won_defensive_3rd","possesion_won_middle_3rd","possesion_won_attacking_3rd","5050_success_rate","ball_recovery_success_rate","interception_success_rate","tackle_success_rate","5050_completed_per90","5050_attempted_per90","yellow_cards_per90","red_cards_per90","ball_recoveries_attempted_per90","ball_recoveries_completed_per90","blocks_completed_per90","blocks_SoT_per90","clearances_completed_per90","dribbled_past_per90","tackles_won_per90","tackles_attempted_per90","errors_per90","fouls_committed_per90","penalties_committed_per90","interceptions_attempted_per90","interceptions_completed_per90","own_goals_conceded_per90","time_pressuring_seconds_per90","possesion_won_defensive_3rd_per90","possesion_won_middle_3rd_per90","possesion_won_attacking_3rd_per90","carries","progressive_carries","distanced_progressed_carries","final_3rd_carries_attempted","penalty_box_carries_attempted","dribbles_completed","dribbles_attempted","times_dispossessed","miscontrols","fouls_won","penalties_won","balls_received_box","dribble_success_rate","carries_per90","progressive_carries_per90","distanced_progressed_carries_per90","final_3rd_carries_attempted_per90","penalty_box_carries_attempted_per90","dribbles_completed_per90","dribbles_attempted_per90","times_dispossessed_per90","miscontrols_per90","fouls_won_per90","penalties_won_per90","balls_received_box_per90","shots","goals","shots_off_target","blocked_shots","shots_woodwork","shots_on_target","shots_inside_box","goals_inside_box","shots_outside_box","goals_outside_box","pens_scored","pens_taken","xG","npxG","goals_direct_fk","goals_indirect_fk","goals_corners","shot_accuracy","conversion_rate","penalty_conversion_rate","inside_box_conversion_rate","outside_box_conversion_rate","outside_box_shot_rate","goals_xG_diff","shots_per90","goals_per90","shots_off_target_per90","blocked_shots_per90","shots_woodwork_per90","shots_on_target_per90","shots_inside_box_per90","goals_inside_box_per90","shots_outside_box_per90","goals_outside_box_per90","pens_scored_per90","pens_taken_per90","xG_per90","npxG_per90","goals_direct_fk_per90","goals_indirect_fk_per90","goals_corners_per90","shot_accuracy_per90","goals_xG_diff_per90","own_goals_conceded_gk","collects_completed","collects_attempted","goals_conceded_gk","sweeper","penalties_saved","penalties_faced","penalties_saved_danger","punches_completed","punches_attempted","smothers_completed","smothers_attempted","shots_saved","shots_faced_on_target","saved_danger","goals_from_gk","xG_against_gk","collect_success_rate","punch_success_rate","smother_success_rate","save_percentage","penalty_save_rate","xG_prevented","own_goals_conceded_gk_per90","collects_completed_per90","collects_attempted_per90","goals_conceded_gk_per90","sweeper_per90","penalties_saved_per90","penalties_faced_per90","penalties_saved_danger_per90","punches_completed_per90","punches_attempted_per90","smothers_completed_per90","smothers_attempted_per90","shots_saved_per90","shots_faced_on_target_per90","saved_danger_per90","goals_from_gk_per90","xG_against_gk_per90","save_percentage_per90","xG_prevented_per90","progressive_actions","distanced_progressed","passed_offside","been_offside","aerial_duel_won","aerial_duel_attempted","aerial_duel_success_rate","progressive_actions_per90","distanced_progressed_per90","passed_offside_per90","been_offside_per90","aerial_duel_won_per90","aerial_duel_attempted_per90","goals_for_on_pitch","xG_for_on_pitch","npxG_for_on_pitch","goals_against_on_pitch","xG_against_on_pitch","npxG_against_on_pitch","offsides_won_data","goals_for_counter_on_pitch","net_goals_on_pitch","net_xG_on_pitch","net_npxG_on_pitch","goals_for_on_pitch_per90","xG_for_on_pitch_per90","npxG_for_on_pitch_per90","goals_against_on_pitch_per90","xG_against_on_pitch_per90","npxG_against_on_pitch_per90","offsides_won_data_per90","goals_for_counter_on_pitch_per90","net_goals_on_pitch_per90","net_xG_on_pitch_per90","net_npxG_on_pitch_per90"
"451","Rushian Hepburn-Murphy",9636,"Aston Villa",7.35,1,0,1,"Left Center Forward",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.54,1,0,0,0,100,0,0,0,0,0,0,12.24,12.24,12.24,0,0,0,0,0,0,0,0,0,0,0,18.88,12.24,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,36.73,0,0,0,0,0,0,0,24.49,12.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,-0.1,-0.1,0,0,0,0,1.25,1.25,0,0,0,-1.25,-1.25
"452","Russell Martin",21212,"Norwich City",2893.35,30,30,0,"Right Center Back",3,973,1332,110,231,2598,98,246,16,44,0,0.74,9,332,386,434,539,193,362,0,2,31,38,113,185,6,22,73.05,47.62,39.84,36.36,27.27,81.58,0,61.08,30.27,41.43,3.42,7.19,80.81,3.05,7.65,0.5,1.37,0,0.02,0.28,10.33,12.01,13.5,16.77,6,11.26,0,0.06,0.96,1.18,3.51,5.75,0.19,0.68,0,0,4,1,116,111,61,2,195,19,16,40,2,32,1,35,16,0,102.1,61,44,20,0,95.69,45.71,40,0,0,0.12,0.03,3.61,3.45,1.9,0.06,6.07,0.59,0.5,1.24,0.06,1,0.03,1.09,0.5,0,3.18,1.9,1.37,0.62,783,34,687.1,29,4,1,10,9,6,8,0,34,10,24.36,1.06,21.37,0.9,0.12,0.03,0.31,0.28,0.19,0.25,0,1.06,19,3,14,4,0,5,14,3,5,0,0,0,1.67,1.67,0,1,2,26.32,15.79,0,21.43,0,280,1.33,0.59,0.09,0.44,0.12,0,0.16,0.44,0.09,0.16,0,0,0,0.05,0.05,0,0.03,0.06,0.82,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,3285.1,4,2,78,126,61.9,4.48,102.19,0.12,0.06,2.43,3.92,33,30.88,30.1,53,45.73,45.73,68,2,-20,-14.85,-15.63,1.03,0.96,0.94,1.65,1.42,1.42,2.12,0.06,-0.62,-0.46,-0.49
"453","Ryan Allsop",3807,"AFC Bournemouth",56.48,1,0,1,"Goalkeeper",1,9,10,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,4,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,14.34,15.93,0,0,0,0,0,0,0,0,0,0,3.19,3.19,6.37,6.37,4.78,6.37,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,100,0,0,0,0,0,0,3.19,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.22,0,0,0,0,0,-0.78,0,0,0,1.59,0,0,0,0,0,0,0,0,0,1.59,0,0,0.35,0,-1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.1,1.1,1,0.22,0.22,0,0,2,0.88,0.88,4.78,1.76,1.76,1.59,0.35,0.35,0,0,3.19,1.4,1.4
"454","Ryan Bennett",9930,"Norwich City",1962.65,22,20,2,"Right Center Back",3,447,606,48,98,1312.2,41,110,2,13,0,0.39,4,122,143,201,251,116,201,1,1,14,20,39,74,0,0,73.76,48.98,37.27,15.38,0,70,100,52.7,20.5,27.79,2.2,4.49,60.17,1.88,5.04,0.09,0.6,0,0.02,0.18,5.59,6.56,9.22,11.51,5.32,9.22,0.05,0.05,0.64,0.92,1.79,3.39,0,0,0,0,7,0,28,27,32,0,154,10,10,23,0,16,0,22,8,1,58.7,16,12,0,0,96.43,36.36,43.48,0,0,0.32,0,1.28,1.24,1.47,0,7.06,0.46,0.46,1.05,0,0.73,0,1.01,0.37,0.05,2.69,0.73,0.55,0,301,2,33.1,1,0,1,1,0,2,7,0,26,100,13.8,0.09,1.52,0.05,0,0.05,0.05,0,0.09,0.32,0,1.19,9,0,6,2,0,3,8,0,1,0,0,0,0.83,0.83,0,0,0,33.33,0,0,0,0,800,-0.83,0.41,0,0.28,0.09,0,0.14,0.37,0,0.05,0,0,0,0.04,0.04,0,0,0,1.53,-0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1345.3,5,1,79,121,65.29,2.29,61.69,0.23,0.05,3.62,5.55,16,19.5,19.5,30,31.49,31.49,48,1,-14,-11.99,-11.99,0.73,0.89,0.89,1.38,1.44,1.44,2.2,0.05,-0.64,-0.55,-0.55
"455","Ryan Bertrand",20045,"Southampton",3085.32,32,32,0,"Left Back",6,1170,1565,167,259,3256,109,175,41,162,3,2.76,22,565,638,438,546,134,285,0,1,18,44,166,239,16,72,74.76,64.48,62.29,25.31,22.22,40.91,0,69.46,34.13,45.65,4.87,7.56,94.98,3.18,5.1,1.2,4.73,0.09,0.08,0.64,16.48,18.61,12.78,15.93,3.91,8.31,0,0.03,0.53,1.28,4.84,6.97,0.47,2.1,1,2,6,0,117,105,57,1,99,23,25,52,1,36,0,47,31,0,184.1,55,51,22,50,89.74,65.96,48.08,0.03,0.06,0.18,0,3.41,3.06,1.66,0.03,2.89,0.67,0.73,1.52,0.03,1.05,0,1.37,0.9,0,5.37,1.6,1.49,0.64,992,58,1238.1,55,8,20,44,28,25,29,1,33,45.45,28.94,1.69,36.12,1.6,0.23,0.58,1.28,0.82,0.73,0.85,0.03,0.96,13,1,10,4,0,3,5,1,8,0,1,1,1.28,0.49,0,0,0,23.08,7.69,100,20,0,62.5,-0.28,0.38,0.03,0.29,0.12,0,0.09,0.15,0.03,0.23,0,0.03,0.03,0.04,0.01,0,0,0,0.67,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,4494.1,10,0,66,116,56.9,6.56,131.09,0.29,0,1.93,3.38,50,45.56,42.43,33,33.37,33.37,45,5,17,12.2,9.06,1.46,1.33,1.24,0.96,0.97,0.97,1.31,0.15,0.5,0.36,0.26
"456","Ryan Mason",40127,"Tottenham Hotspur",900.18,22,8,14,"Left Defensive Midfield",11,453,543,77,106,1496.5,62,86,8,20,0,0.98,12,174,205,200,219,69,101,1,4,20,26,57,70,4,11,83.43,72.64,72.09,40,36.36,76.92,25,81.43,45.29,54.29,7.7,10.6,149.62,6.2,8.6,0.8,2,0,0.1,1.2,17.4,20.5,20,21.9,6.9,10.1,0.1,0.4,2,2.6,5.7,7,0.4,1.1,0,1,3,0,46,41,23,0,9,18,10,27,0,9,0,4,1,0,81.65,14,20,11,0,89.13,25,37.04,0,0.1,0.3,0,4.6,4.1,2.3,0,0.9,1.8,1,2.7,0,0.9,0,0.4,0.1,0,8.16,1.4,2,1.1,449,9,169.4,12,3,9,15,8,8,11,0,25,60,44.89,0.9,16.94,1.2,0.3,0.9,1.5,0.8,0.8,1.1,0,2.5,19,1,10,4,1,9,10,1,9,0,0,0,2.74,2.74,0,0,0,47.37,5.26,0,10,0,111.11,-1.74,1.9,0.1,1,0.4,0.1,0.9,1,0.1,0.9,0,0,0,0.27,0.27,0,0,0,4.74,-0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1665.9,1,0,17,28,60.71,8.6,166.56,0.1,0,1.7,2.8,8,13.64,13.64,10,7.66,7.66,26,0,-2,5.97,5.97,0.8,1.36,1.36,1,0.77,0.77,2.6,0,-0.2,0.6,0.6
"457","Ryan Shawcross",4035,"Stoke City",1861.12,20,20,0,"Right Center Back",3,448,590,33,66,796.6,36,87,2,13,0,0.05,1,132,154,219,265,92,160,0,0,6,11,26,54,0,2,75.93,50,41.38,15.38,0,54.55,0,48.15,21.66,28.53,1.6,3.19,38.52,1.74,4.21,0.1,0.63,0,0,0.05,6.38,7.45,10.59,12.81,4.45,7.74,0,0,0.29,0.53,1.26,2.61,0,0.1,0,0,3,0,43,39,32,0,132,15,24,44,0,20,1,26,17,0,87.36,34,21,1,0,90.7,65.38,54.55,0,0,0.15,0,2.08,1.89,1.55,0,6.38,0.73,1.16,2.13,0,0.97,0.05,1.26,0.82,0,4.22,1.64,1.02,0.05,375,5,98.5,3,0,4,7,1,4,2,0,17,57.14,18.13,0.24,4.76,0.15,0,0.19,0.34,0.05,0.19,0.1,0,0.82,8,0,7,2,0,0,8,0,0,0,0,0,0.97,0.97,0,0,0,0,0,0,0,0,0,-0.97,0.39,0,0.34,0.1,0,0,0.39,0,0,0,0,0,0.05,0.05,0,0,0,0,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,895.1,4,2,72,114,63.16,1.84,43.29,0.19,0.1,3.48,5.51,20,21.39,19.82,28,30.64,30.64,23,1,-8,-9.25,-10.82,0.97,1.03,0.96,1.35,1.48,1.48,1.11,0.05,-0.39,-0.45,-0.52
"458","Sadio Mané",3629,"Southampton",2744.82,37,30,7,"Center Attacking Midfield",19,815,1043,123,179,2230.3,63,81,35,90,6,4.55,43,419,495,284,360,75,109,3,8,16,21,180,234,23,65,78.14,68.72,77.78,38.89,35.38,76.19,37.5,76.92,26.72,34.2,4.03,5.87,73.13,2.07,2.66,1.15,2.95,0.2,0.15,1.41,13.74,16.23,9.31,11.8,2.46,3.57,0.1,0.26,0.52,0.69,5.9,7.67,0.75,2.13,1,2,5,1,230,205,61,0,12,29,34,55,0,53,0,21,16,0,253.43,47,101,87,50,89.13,76.19,61.82,0.03,0.07,0.16,0.03,7.54,6.72,2,0,0.39,0.95,1.11,1.8,0,1.74,0,0.69,0.52,0,8.31,1.54,3.31,2.85,1228,151,3057.2,127,58,80,147,79,95,87,1,165,54.42,40.26,4.95,100.24,4.16,1.9,2.62,4.82,2.59,3.11,2.85,0.03,5.41,86,11,53,23,1,33,65,11,21,0,0,1,12.05,11.27,0,3,1,38.37,12.79,0,16.92,0,309.52,-1.05,2.82,0.36,1.74,0.75,0.03,1.08,2.13,0.36,0.69,0,0,0.03,0.4,0.37,0,0.1,0.03,1.26,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,274,5287.5,4,26,21,84,25,8.98,173.37,0.13,0.85,0.69,2.75,45,42.9,39.77,31,27.95,27.95,40,6,14,14.96,11.82,1.48,1.41,1.3,1.02,0.92,0.92,1.31,0.2,0.46,0.49,0.39
"459","Saido Berahino",4630,"West Bromwich Albion",1937.02,31,17,14,"Left Center Forward",24,356,473,34,55,602.6,26,42,11,26,0,0.97,18,164,212,138,169,41,62,0,0,11,15,75,104,3,12,75.26,61.82,61.9,42.31,25,73.33,0,72.12,16.54,21.98,1.58,2.56,28,1.21,1.95,0.51,1.21,0,0.05,0.84,7.62,9.85,6.41,7.85,1.9,2.88,0,0,0.51,0.7,3.48,4.83,0.14,0.56,0,0,0,0,76,70,35,0,7,13,10,19,0,20,0,8,6,0,137.77,24,35,24,0,92.11,75,52.63,0,0,0,0,3.53,3.25,1.63,0,0.33,0.6,0.46,0.88,0,0.93,0,0.37,0.28,0,6.4,1.12,1.63,1.12,524,26,568.8,32,16,30,44,54,59,28,1,138,68.18,24.35,1.21,26.43,1.49,0.74,1.39,2.04,2.51,2.74,1.3,0.05,6.41,36,4,25,12,1,10,32,4,4,0,0,2,6.22,4.66,0,0,0,27.78,11.11,0,12.5,0,800,-2.22,1.67,0.19,1.16,0.56,0.05,0.46,1.49,0.19,0.19,0,0,0.09,0.29,0.22,0,0,0,1.29,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1171.4,3,11,15,66,22.73,2.79,54.43,0.14,0.51,0.7,3.07,18,21.2,19.63,24,27.14,27.14,35,1,-6,-5.94,-7.51,0.84,0.98,0.91,1.12,1.26,1.26,1.63,0.05,-0.28,-0.28,-0.35
"460","Salomón Rondón",4041,"West Bromwich Albion",2688.92,34,30,4,"Center Forward",23,424,662,29,86,458.6,19,64,11,39,2,1.64,26,253,361,112,183,29,54,1,4,7,11,126,237,8,26,64.05,33.72,29.69,28.21,30.77,63.64,25,53.16,14.19,22.16,0.97,2.88,15.35,0.64,2.14,0.37,1.31,0.07,0.05,0.87,8.47,12.08,3.75,6.13,0.97,1.81,0.03,0.13,0.23,0.37,4.22,7.93,0.27,0.87,0,3,1,1,104,90,51,0,45,17,8,12,0,37,0,13,8,0,250.81,8,55,42,0,86.54,61.54,66.67,0,0.1,0.03,0.03,3.48,3.01,1.71,0,1.51,0.57,0.27,0.4,0,1.24,0,0.44,0.27,0,8.39,0.27,1.84,1.41,618,45,828.9,31,21,21,44,80,115,40,0,249,47.73,20.68,1.51,27.74,1.04,0.7,0.7,1.47,2.68,3.85,1.34,0,8.33,72,9,50,19,1,22,53,9,19,0,0,0,8.34,8.34,0,0,3,30.56,12.5,0,16.98,0,278.95,0.66,2.41,0.3,1.67,0.64,0.03,0.74,1.77,0.3,0.64,0,0,0,0.28,0.28,0,0,0.1,1.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1287.5,3,26,141,368,38.32,2.48,43.09,0.1,0.87,4.72,12.32,28,27.79,25.44,30,34.1,34.1,41,1,-2,-6.31,-8.66,0.94,0.93,0.85,1,1.14,1.14,1.37,0.03,-0.07,-0.21,-0.29
"461","Sam Field",3479,"West Bromwich Albion",8.63,1,0,1,"Left Wing",21,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,10.42,20.85,0,0,0,0,0,0,0,0,0,0,10.42,20.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100,0,0,0,0,0,0,10.42,10.42,10.42,0,0,0,0,0,0,0,0,0,0,0,0,0,10.42,0,2,0,0,0,0,0,0,0,0,1,0,0,0,20.85,0,0,0,0,0,0,0,0,10.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.42,0,0.02,0.02,0,0,0,0,0,0,0.02,0.02,0,0.26,0.26,0,0,0,0,0,0,0.26,0.26
"462","Samir Nasri",20253,"Manchester City",596.95,12,4,8,"Left Wing",21,398,437,53,65,933.7,31,35,19,30,2,0.76,9,232,242,121,136,37,43,1,1,4,4,53,61,3,9,91.08,81.54,88.57,63.33,33.33,100,100,86.89,60.01,65.88,7.99,9.8,140.77,4.67,5.28,2.86,4.52,0.3,0.11,1.36,34.98,36.49,18.24,20.5,5.58,6.48,0.15,0.15,0.6,0.6,7.99,9.2,0.45,1.36,0,3,3,0,29,27,8,0,0,3,8,11,0,6,0,6,5,0,47.23,8,9,16,0,93.1,83.33,72.73,0,0.45,0.45,0,4.37,4.07,1.21,0,0,0.45,1.21,1.66,0,0.9,0,0.9,0.75,0,7.12,1.21,1.36,2.41,411,31,580.3,28,8,10,18,13,4,7,0,18,55.56,61.96,4.67,87.49,4.22,1.21,1.51,2.71,1.96,0.6,1.06,0,2.71,14,2,7,3,0,7,8,2,6,0,0,0,1.92,1.92,0,0,0,50,14.29,0,25,0,133.33,0.08,2.11,0.3,1.06,0.45,0,1.06,1.21,0.3,0.9,0,0,0,0.29,0.29,0,0,0,7.54,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1514,3,0,0,10,0,12.66,228.26,0.45,0,0,1.51,14,10.44,9.66,6,7.75,7.75,17,1,8,2.69,1.9,2.11,1.57,1.46,0.9,1.17,1.17,2.56,0.15,1.21,0.4,0.29
"463","Samuel Mark Byram",3586,"West Ham United",313.8,4,2,2,"Right Back",2,96,140,16,35,365.4,13,31,3,14,0,0.52,2,45,49,39,53,11,35,0,0,1,2,14,22,2,9,68.57,45.71,41.94,21.43,22.22,50,0,63.64,27.53,40.15,4.59,10.04,104.8,3.73,8.89,0.86,4.02,0,0.15,0.57,12.91,14.05,11.19,15.2,3.15,10.04,0,0,0.29,0.57,4.02,6.31,0.57,2.58,0,1,3,0,15,15,6,0,12,2,2,5,1,7,0,12,3,0,18.52,5,11,1,0,100,25,40,0,0.29,0.86,0,4.3,4.3,1.72,0,3.44,0.57,0.57,1.43,0.29,2.01,0,3.44,0.86,0,5.31,1.43,3.15,0.29,78,8,153.6,5,0,0,0,2,2,4,0,6,0,22.37,2.29,44.05,1.43,0,0,0,0.57,0.57,1.15,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,519,0,2,8,12,66.67,6.88,148.85,0,0.57,2.29,3.44,4,3.86,3.86,3,3.42,3.42,5,0,1,0.44,0.44,1.15,1.11,1.11,0.86,0.98,0.98,1.43,0,0.29,0.13,0.13
"464","Sandro",7121,"West Bromwich Albion",434.87,12,5,7,"Left Defensive Midfield",11,97,145,13,27,248.6,9,22,1,5,0,0.12,1,36,50,51,66,7,19,0,0,2,2,11,26,2,2,66.9,48.15,40.91,20,100,100,0,42.31,20.08,30.01,2.69,5.59,51.45,1.86,4.55,0.21,1.03,0,0.02,0.21,7.45,10.35,10.55,13.66,1.45,3.93,0,0,0.41,0.41,2.28,5.38,0.41,0.41,0,1,0,0,20,18,10,0,16,4,4,11,0,7,0,12,6,0,30.75,6,12,5,0,90,50,36.36,0,0.21,0,0,4.14,3.73,2.07,0,3.31,0.83,0.83,2.28,0,1.45,0,2.48,1.24,0,6.36,1.24,2.48,1.03,91,2,49.8,2,0,3,3,6,1,6,0,7,100,18.83,0.41,10.31,0.41,0,0.62,0.62,1.24,0.21,1.24,0,1.45,3,0,3,0,0,0,0,0,3,0,0,0,0.06,0.06,0,0,0,0,0,0,0,0,0,-0.06,0.62,0,0.62,0,0,0,0,0,0.62,0,0,0,0.01,0.01,0,0,0,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,298.4,0,0,17,27,62.96,3.1,61.76,0,0,3.52,5.59,1,3.33,3.33,6,6.76,6.76,15,0,-5,-3.42,-3.42,0.21,0.69,0.69,1.24,1.4,1.4,3.1,0,-1.03,-0.71,-0.71
"465","Santi Cazorla",11386,"Arsenal",1379.75,15,15,0,"Left Defensive Midfield",11,1128,1300,207,263,3974.5,148,180,49,116,3,3.36,39,487,528,475,523,142,211,8,20,27,40,93,108,8,23,86.77,78.71,82.22,42.24,34.78,67.5,40,86.11,73.58,84.8,13.5,17.16,259.25,9.65,11.74,3.2,7.57,0.2,0.22,2.54,31.77,34.44,30.98,34.11,9.26,13.76,0.52,1.3,1.76,2.61,6.07,7.04,0.52,1.5,0,1,3,0,119,112,29,0,17,32,23,25,0,18,0,11,7,0,88.66,53,48,27,0,94.12,63.64,92,0,0.07,0.2,0,7.76,7.31,1.89,0,1.11,2.09,1.5,1.63,0,1.17,0,0.72,0.46,0,5.78,3.46,3.13,1.76,1090,36,604,54,10,35,45,21,11,15,0,31,77.78,71.1,2.35,39.4,3.52,0.65,2.28,2.94,1.37,0.72,0.98,0,2.02,24,0,17,8,0,6,12,0,12,0,0,1,1.78,1,0,0,0,25,0,0,0,0,100,-1.78,1.57,0,1.11,0.52,0,0.39,0.78,0,0.78,0,0,0.07,0.12,0.07,0,0,0,1.63,-0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,4578.5,6,2,2,11,18.18,15.85,298.65,0.39,0.13,0.13,0.72,24,28.5,27.71,10,11.78,11.78,33,1,14,16.71,15.93,1.57,1.86,1.81,0.65,0.77,0.77,2.15,0.07,0.91,1.09,1.04
