"","player.name","player.id","team.name","minutes_played","matches_played","matches_started","sub_apps","most_played_position","position.id","passes_completed","passes_attempted","progressive_passes_completed","progressive_passes_attempted","distanced_progressed_passes","final_3rd_passes_completed","final_3rd_passes_attempted","penalty_box_passes_completed","penalty_box_passes_attempted","assists","xGA","key_passes","short_passes_completed","short_passes_attempted","medium_passes_completed","medium_passes_attempted","long_passes_completed","long_passes_attempted","through_balls_completed","through_balls_attempted","switches_completed","switches_attempted","passes_under_pressure_completed","passes_under_pressure_attempted","crosses_completed","crosses_attempted","passes_completion_rate","progressive_passes_completion_rate","final_3rd_passes_completion_rate","penalty_box_passes_completion_rate","crosses_completion_rate","switches_completion_rate","through_balls_completion_rate","passes_under_pressure_completion_rate","passes_completed_per90","passes_attempted_per90","progressive_passes_completed_per90","progressive_passes_attempted_per90","distanced_progressed_passes_per90","final_3rd_passes_completed_per90","final_3rd_passes_attempted_per90","penalty_box_passes_completed_per90","penalty_box_passes_attempted_per90","assists_per90","xGA_per90","key_passes_per90","short_passes_completed_per90","short_passes_attempted_per90","medium_passes_completed_per90","medium_passes_attempted_per90","long_passes_completed_per90","long_passes_attempted_per90","through_balls_completed_per90","through_balls_attempted_per90","switches_completed_per90","switches_attempted_per90","passes_under_pressure_completed_per90","passes_under_pressure_attempted_per90","crosses_completed_per90","crosses_attempted_per90","5050_completed","5050_attempted","yellow_cards","red_cards","ball_recoveries_attempted","ball_recoveries_completed","blocks_completed","blocks_SoT","clearances_completed","dribbled_past","tackles_won","tackles_attempted","errors","fouls_committed","penalties_committed","interceptions_attempted","interceptions_completed","own_goals_conceded","time_pressuring_seconds","possesion_won_defensive_3rd","possesion_won_middle_3rd","possesion_won_attacking_3rd","5050_success_rate","ball_recovery_success_rate","interception_success_rate","tackle_success_rate","5050_completed_per90","5050_attempted_per90","yellow_cards_per90","red_cards_per90","ball_recoveries_attempted_per90","ball_recoveries_completed_per90","blocks_completed_per90","blocks_SoT_per90","clearances_completed_per90","dribbled_past_per90","tackles_won_per90","tackles_attempted_per90","errors_per90","fouls_committed_per90","penalties_committed_per90","interceptions_attempted_per90","interceptions_completed_per90","own_goals_conceded_per90","time_pressuring_seconds_per90","possesion_won_defensive_3rd_per90","possesion_won_middle_3rd_per90","possesion_won_attacking_3rd_per90","carries","progressive_carries","distanced_progressed_carries","final_3rd_carries_attempted","penalty_box_carries_attempted","dribbles_completed","dribbles_attempted","times_dispossessed","miscontrols","fouls_won","penalties_won","balls_received_box","dribble_success_rate","carries_per90","progressive_carries_per90","distanced_progressed_carries_per90","final_3rd_carries_attempted_per90","penalty_box_carries_attempted_per90","dribbles_completed_per90","dribbles_attempted_per90","times_dispossessed_per90","miscontrols_per90","fouls_won_per90","penalties_won_per90","balls_received_box_per90","shots","goals","shots_off_target","blocked_shots","shots_woodwork","shots_on_target","shots_inside_box","goals_inside_box","shots_outside_box","goals_outside_box","pens_scored","pens_taken","xG","npxG","goals_direct_fk","goals_indirect_fk","goals_corners","shot_accuracy","conversion_rate","penalty_conversion_rate","inside_box_conversion_rate","outside_box_conversion_rate","outside_box_shot_rate","goals_xG_diff","shots_per90","goals_per90","shots_off_target_per90","blocked_shots_per90","shots_woodwork_per90","shots_on_target_per90","shots_inside_box_per90","goals_inside_box_per90","shots_outside_box_per90","goals_outside_box_per90","pens_scored_per90","pens_taken_per90","xG_per90","npxG_per90","goals_direct_fk_per90","goals_indirect_fk_per90","goals_corners_per90","shot_accuracy_per90","goals_xG_diff_per90","own_goals_conceded_gk","collects_completed","collects_attempted","goals_conceded_gk","sweeper","penalties_saved","penalties_faced","penalties_saved_danger","punches_completed","punches_attempted","smothers_completed","smothers_attempted","shots_saved","shots_faced_on_target","saved_danger","goals_from_gk","xG_against_gk","collect_success_rate","punch_success_rate","smother_success_rate","save_percentage","penalty_save_rate","xG_prevented","own_goals_conceded_gk_per90","collects_completed_per90","collects_attempted_per90","goals_conceded_gk_per90","sweeper_per90","penalties_saved_per90","penalties_faced_per90","penalties_saved_danger_per90","punches_completed_per90","punches_attempted_per90","smothers_completed_per90","smothers_attempted_per90","shots_saved_per90","shots_faced_on_target_per90","saved_danger_per90","goals_from_gk_per90","xG_against_gk_per90","save_percentage_per90","xG_prevented_per90","progressive_actions","distanced_progressed","passed_offside","been_offside","aerial_duel_won","aerial_duel_attempted","aerial_duel_success_rate","progressive_actions_per90","distanced_progressed_per90","passed_offside_per90","been_offside_per90","aerial_duel_won_per90","aerial_duel_attempted_per90","goals_for_on_pitch","xG_for_on_pitch","npxG_for_on_pitch","goals_against_on_pitch","xG_against_on_pitch","npxG_against_on_pitch","offsides_won_data","goals_for_counter_on_pitch","net_goals_on_pitch","net_xG_on_pitch","net_npxG_on_pitch","goals_for_on_pitch_per90","xG_for_on_pitch_per90","npxG_for_on_pitch_per90","goals_against_on_pitch_per90","xG_against_on_pitch_per90","npxG_against_on_pitch_per90","offsides_won_data_per90","goals_for_counter_on_pitch_per90","net_goals_on_pitch_per90","net_xG_on_pitch_per90","net_npxG_on_pitch_per90"
"85","Chancel Mbemba",3044,"Newcastle United",3129.02,33,33,0,"Right Center Back",3,909,1162,122,170,2620.8,76,141,6,18,0,0.26,4,218,253,453,533,227,340,0,0,29,34,59,114,1,4,78.23,71.76,53.9,33.33,25,85.29,0,51.75,26.15,33.42,3.51,4.89,75.38,2.19,4.06,0.17,0.52,0,0.01,0.12,6.27,7.28,13.03,15.33,6.53,9.78,0,0,0.83,0.98,1.7,3.28,0.03,0.12,1,1,5,0,121,108,66,0,285,30,46,81,4,22,1,63,34,0,157.94,89,48,5,100,89.26,53.97,56.79,0.03,0.03,0.14,0,3.48,3.11,1.9,0,8.2,0.86,1.32,2.33,0.12,0.63,0.03,1.81,0.98,0,4.54,2.56,1.38,0.14,846,31,690.9,25,1,20,26,9,8,12,0,19,76.92,24.33,0.89,19.87,0.72,0.03,0.58,0.75,0.26,0.23,0.35,0,0.55,12,0,10,3,0,2,8,0,4,0,0,0,1.24,1.24,0,0,0,16.67,0,0,0,0,200,-1.24,0.35,0,0.29,0.09,0,0.06,0.23,0,0.12,0,0,0,0.04,0.04,0,0,0,0.48,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,3311.7,0,0,80,137,58.39,4.4,95.25,0,0,2.3,3.94,40,35.56,33.21,52,48.65,48.65,63,4,-12,-13.09,-15.44,1.15,1.02,0.96,1.5,1.4,1.4,1.81,0.12,-0.35,-0.38,-0.44
"86","Charles N""Zogbia",48634,"Aston Villa",51.48,2,0,2,"Left Wing",21,9,12,0,0,0,0,0,0,0,0,0,0,7,7,2,3,0,0,0,0,0,0,0,0,0,1,75,0,0,0,0,0,0,0,15.73,20.98,0,0,0,0,0,0,0,0,0,0,12.24,12.24,3.5,5.24,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2.79,0,0,2,0,100,0,0,0,0,0,0,3.5,3.5,0,0,0,0,0,0,0,1.75,0,0,0,0,4.88,0,0,3.5,12,3,52,1,1,0,1,0,2,0,0,0,0,20.98,5.24,90.9,1.75,1.75,0,1.75,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.75,0,0.07,0.07,0,1.52,1.52,0,0,0,-1.45,-1.45,0,0.12,0.12,0,2.66,2.66,0,0,0,-2.54,-2.54
"87","Charlie Adam",3636,"Stoke City",1196.47,22,12,10,"Right Defensive Midfield",9,432,590,72,140,1732.7,57,118,12,56,1,0.9,10,134,159,177,208,114,203,0,5,34,48,62,87,5,16,73.22,51.43,48.31,21.43,31.25,70.83,0,71.26,32.5,44.38,5.42,10.53,130.34,4.29,8.88,0.9,4.21,0.08,0.07,0.75,10.08,11.96,13.31,15.65,8.58,15.27,0,0.38,2.56,3.61,4.66,6.54,0.38,1.2,0,2,5,1,90,80,20,0,16,27,12,22,0,35,0,7,7,0,96.79,29,44,15,0,88.89,100,54.55,0,0.15,0.38,0.08,6.77,6.02,1.5,0,1.2,2.03,0.9,1.65,0,2.63,0,0.53,0.53,0,7.28,2.18,3.31,1.13,456,26,470,24,3,10,19,7,9,29,0,9,52.63,34.3,1.96,35.35,1.81,0.23,0.75,1.43,0.53,0.68,2.18,0,0.68,28,1,24,9,0,4,5,1,23,0,0,0,0.98,0.98,0,0,0,14.29,3.57,0,20,0,21.74,0.02,2.11,0.08,1.81,0.68,0,0.3,0.38,0.08,1.73,0,0,0,0.07,0.07,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2202.7,8,1,21,30,70,7.37,165.69,0.6,0.08,1.58,2.26,9,13.87,12.3,9,15.55,15.55,20,0,0,-1.68,-3.25,0.68,1.04,0.93,0.68,1.17,1.17,1.5,0,0,-0.13,-0.24
"88","Charlie Austin",3966,"Southampton",238.87,7,2,5,"Center Forward",23,35,55,3,7,68.7,4,7,1,2,0,0.04,1,19,29,10,15,5,8,0,0,0,0,11,21,1,2,63.64,42.86,57.14,50,50,0,0,52.38,13.19,20.72,1.13,2.64,25.88,1.51,2.64,0.38,0.75,0,0.01,0.38,7.16,10.93,3.77,5.65,1.88,3.01,0,0,0,0,4.14,7.91,0.38,0.75,0,0,0,0,6,5,1,0,5,4,2,4,0,4,0,2,2,0,16.73,2,3,2,0,83.33,100,50,0,0,0,0,2.26,1.88,0.38,0,1.88,1.51,0.75,1.51,0,1.51,0,0.75,0.75,0,6.3,0.75,1.13,0.75,44,4,80.7,2,1,2,2,6,5,7,0,28,100,16.58,1.51,30.41,0.75,0.38,0.75,0.75,2.26,1.88,2.64,0,10.55,8,1,6,3,0,2,6,1,2,0,0,0,0.6,0.6,0,1,0,25,12.5,0,16.67,0,300,0.4,3.01,0.38,2.26,1.13,0,0.75,2.26,0.38,0.75,0,0,0,0.23,0.23,0,0.38,0,9.42,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,149.4,0,2,12,32,37.5,2.64,56.29,0,0.75,4.52,12.06,3,2.33,2.33,2,2.87,2.87,5,0,1,-0.55,-0.55,1.13,0.88,0.88,0.75,1.08,1.08,1.88,0,0.38,-0.21,-0.21
"89","Charlie Daniels",3345,"AFC Bournemouth",3518.2,37,37,0,"Left Back",6,1765,2239,205,323,3980.8,134,235,46,148,5,2.68,36,897,963,676,848,167,342,0,2,29,56,201,289,28,93,78.83,63.47,57.02,31.08,30.11,51.79,0,69.55,45.15,57.28,5.24,8.26,101.83,3.43,6.01,1.18,3.79,0.13,0.07,0.92,22.95,24.63,17.29,21.69,4.27,8.75,0,0.05,0.74,1.43,5.14,7.39,0.72,2.38,0,0,1,0,189,176,54,0,86,29,35,80,2,11,0,24,15,0,213.3,102,70,29,0,93.12,62.5,43.75,0,0,0.03,0,4.83,4.5,1.38,0,2.2,0.74,0.9,2.05,0.05,0.28,0,0.61,0.38,0,5.46,2.61,1.79,0.74,1565,129,2616.2,112,13,47,67,44,36,20,0,47,70.15,40.03,3.3,66.93,2.87,0.33,1.2,1.71,1.13,0.92,0.51,0,1.2,23,3,16,8,0,7,13,3,10,0,2,2,2.93,1.37,0,0,0,30.43,13.04,100,23.08,0,130,0.07,0.59,0.08,0.41,0.2,0,0.18,0.33,0.08,0.26,0,0.05,0.05,0.08,0.03,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,6597,4,2,36,73,49.32,8.54,168.76,0.1,0.05,0.92,1.87,42,39.56,36.42,63,44.59,44.59,77,0,-21,-5.03,-8.17,1.07,1.01,0.93,1.61,1.14,1.14,1.97,0,-0.54,-0.13,-0.21
"90","Cheik Tioté",42900,"Newcastle United",1277.83,20,16,4,"Right Center Midfield",13,731,850,74,119,1457.9,57,98,6,19,0,0.53,8,277,305,341,381,104,144,0,2,20,20,97,123,0,0,86,62.18,58.16,31.58,0,100,0,78.86,51.49,59.87,5.21,8.38,102.68,4.01,6.9,0.42,1.34,0,0.04,0.56,19.51,21.48,24.02,26.83,7.32,10.14,0,0.14,1.41,1.41,6.83,8.66,0,0,3,4,5,0,95,86,36,0,46,27,36,52,0,39,0,39,25,0,142.91,49,62,8,75,90.53,64.1,69.23,0.21,0.28,0.35,0,6.69,6.06,2.54,0,3.24,1.9,2.54,3.66,0,2.75,0,2.75,1.76,0,10.07,3.45,4.37,0.56,592,5,110,13,1,14,21,19,7,14,0,2,66.67,41.7,0.35,7.75,0.92,0.07,0.99,1.48,1.34,0.49,0.99,0,0.14,2,0,2,1,0,0,0,0,2,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,-0.05,0.14,0,0.14,0.07,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1567.9,2,0,45,75,60,5.56,110.43,0.14,0,3.17,5.28,14,13.67,12.89,15,16.16,16.16,28,2,-1,-2.48,-3.27,0.99,0.96,0.91,1.06,1.14,1.14,1.97,0.14,-0.07,-0.17,-0.23
"91","Cheikhou Kouyaté",3684,"West Ham United",3252.5,34,34,0,"Right Center Midfield",13,998,1255,73,139,1400.5,57,108,10,32,2,0.91,16,523,620,352,435,95,142,3,3,11,17,126,190,2,15,79.52,52.52,52.78,31.25,13.33,64.71,100,66.32,27.62,34.73,2.02,3.85,38.75,1.58,2.99,0.28,0.89,0.06,0.03,0.44,14.47,17.16,9.74,12.04,2.63,3.93,0.08,0.08,0.3,0.47,3.49,5.26,0.06,0.42,1,4,5,1,201,177,78,1,95,52,48,92,2,40,0,47,25,0,265.92,68,111,35,25,88.06,53.19,52.17,0.03,0.11,0.14,0.03,5.56,4.9,2.16,0.03,2.63,1.44,1.33,2.55,0.06,1.11,0,1.3,0.69,0,7.36,1.88,3.07,0.97,992,52,1147.2,51,13,32,45,33,41,48,1,103,71.11,27.45,1.44,31.74,1.41,0.36,0.89,1.25,0.91,1.13,1.33,0.03,2.85,46,5,29,12,3,16,37,5,9,0,0,0,5.45,5.45,0,2,1,34.78,10.87,0,13.51,0,411.11,-0.45,1.27,0.14,0.8,0.33,0.08,0.44,1.02,0.14,0.25,0,0,0,0.15,0.15,0,0.06,0.03,0.96,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2547.7,2,2,113,181,62.43,3.46,70.5,0.06,0.06,3.13,5.01,57,50.04,46.9,43,48.23,48.23,72,3,14,1.81,-1.32,1.58,1.38,1.3,1.19,1.33,1.33,1.99,0.08,0.39,0.05,-0.04
"92","Chris Brunt",3541,"West Bromwich Albion",1916.6,22,20,2,"Left Back",6,563,851,126,230,2773,90,176,49,131,3,1.97,19,183,225,271,355,105,253,0,2,18,50,50,83,16,45,66.16,54.78,51.14,37.4,35.56,36,0,60.24,26.44,39.96,5.92,10.8,130.21,4.23,8.26,2.3,6.15,0.14,0.09,0.89,8.59,10.57,12.73,16.67,4.93,11.88,0,0.09,0.85,2.35,2.35,3.9,0.75,2.11,1,2,7,0,72,69,44,0,81,19,14,30,1,23,2,15,8,0,107.3,39,27,15,50,95.83,53.33,46.67,0.05,0.09,0.33,0,3.38,3.24,2.07,0,3.8,0.89,0.66,1.41,0.05,1.08,0.09,0.7,0.38,0,5.04,1.83,1.27,0.7,466,38,798.9,26,0,11,17,12,13,7,0,12,64.71,21.88,1.78,37.51,1.22,0,0.52,0.8,0.56,0.61,0.33,0,0.56,17,0,13,4,0,4,3,0,14,0,0,0,0.61,0.61,0,0,0,23.53,0,0,0,0,21.43,-0.61,0.8,0,0.61,0.19,0,0.19,0.14,0,0.66,0,0,0,0.03,0.03,0,0,0,1.1,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,3571.9,3,1,34,53,64.15,7.7,167.73,0.14,0.05,1.6,2.49,20,18.78,18,24,24.69,24.69,32,1,-4,-5.91,-6.69,0.94,0.88,0.85,1.13,1.16,1.16,1.5,0.05,-0.19,-0.28,-0.31
"93","Chris Smalling",10958,"Manchester United",3346.6,35,35,0,"Right Center Back",3,1280,1522,63,122,1336.9,49,127,2,14,1,0.77,6,319,361,679,746,266,385,0,0,40,51,156,219,0,1,84.1,51.64,38.58,14.29,0,78.43,0,71.23,34.42,40.93,1.69,3.28,35.95,1.32,3.42,0.05,0.38,0.03,0.02,0.16,8.58,9.71,18.26,20.06,7.15,10.35,0,0,1.08,1.37,4.2,5.89,0,0.03,0,1,8,0,132,122,58,0,242,16,46,72,0,47,1,48,26,1,210.64,71,78,6,0,92.42,54.17,63.89,0,0.03,0.22,0,3.55,3.28,1.56,0,6.51,0.43,1.24,1.94,0,1.26,0.03,1.29,0.7,0.03,5.66,1.91,2.1,0.16,1029,28,627.2,20,0,7,8,8,9,15,0,62,87.5,27.67,0.75,16.87,0.54,0,0.19,0.22,0.22,0.24,0.4,0,1.67,21,0,19,8,2,2,20,0,1,0,0,0,1.71,1.71,0,0,0,9.52,0,0,0,0,2000,-1.71,0.56,0,0.51,0.22,0.05,0.05,0.54,0,0.03,0,0,0,0.05,0.05,0,0,0,0.26,-0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1964.1,0,1,199,282,70.57,2.45,52.82,0,0.03,5.35,7.58,41,39.51,37.16,29,34.09,34.09,54,3,12,5.42,3.07,1.1,1.06,1,0.78,0.92,0.92,1.45,0.08,0.32,0.15,0.08
"94","Christian Benteke",3380,"Liverpool",1691.42,29,14,15,"Center Forward",23,344,493,22,61,427.3,14,40,13,25,3,2.7,26,203,279,92,141,27,32,1,1,5,6,113,191,5,5,69.78,36.07,35,52,100,83.33,100,59.16,18.3,26.23,1.17,3.25,22.74,0.74,2.13,0.69,1.33,0.16,0.14,1.38,10.8,14.85,4.9,7.5,1.44,1.7,0.05,0.05,0.27,0.32,6.01,10.16,0.27,0.27,0,0,2,0,48,41,6,0,14,6,9,12,0,32,0,3,2,0,83.22,2,21,26,0,85.42,66.67,75,0,0,0.11,0,2.55,2.18,0.32,0,0.74,0.32,0.48,0.64,0,1.7,0,0.16,0.11,0,4.43,0.11,1.12,1.38,321,22,413,14,17,11,21,39,60,27,1,251,52.38,17.08,1.17,21.98,0.74,0.9,0.59,1.12,2.08,3.19,1.44,0.05,13.36,64,9,45,17,0,18,57,9,7,0,1,1,11,10.22,0,1,3,28.12,14.06,100,15.79,0,814.29,-2,3.41,0.48,2.39,0.9,0,0.96,3.03,0.48,0.37,0,0.05,0.05,0.59,0.54,0,0.05,0.16,1.5,-0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,44,840.3,0,16,132,250,52.8,2.34,44.71,0,0.85,7.02,13.3,22,25.88,24.31,20,16.76,16.76,25,0,2,9.12,7.55,1.17,1.38,1.29,1.06,0.89,0.89,1.33,0,0.11,0.49,0.4
"95","Christian Eriksen",3043,"Tottenham Hotspur",3090.42,35,33,2,"Left Wing",21,1559,2041,254,411,4780.9,181,256,87,275,12,8.67,107,691,811,629,783,195,361,10,23,51,86,248,328,22,74,76.38,61.8,70.7,31.64,29.73,59.3,43.48,75.61,45.4,59.44,7.4,11.97,139.23,5.27,7.46,2.53,8.01,0.35,0.25,3.12,20.12,23.62,18.32,22.8,5.68,10.51,0.29,0.67,1.49,2.5,7.22,9.55,0.64,2.16,0,1,2,0,232,213,70,0,28,33,33,52,1,17,0,30,22,0,275.41,40,118,87,0,91.81,73.33,63.46,0,0.03,0.06,0,6.76,6.2,2.04,0,0.82,0.96,0.96,1.51,0.03,0.5,0,0.87,0.64,0,8.02,1.16,3.44,2.53,1586,129,2363.3,113,33,39,76,70,67,24,0,75,51.32,46.19,3.76,68.82,3.29,0.96,1.14,2.21,2.04,1.95,0.7,0,2.18,99,6,58,25,4,40,28,3,71,3,0,0,5.11,5.11,2,1,0,40.4,6.06,0,10.71,4.23,39.44,0.89,2.88,0.17,1.69,0.73,0.12,1.16,0.82,0.09,2.07,0.09,0,0,0.15,0.15,0.06,0.03,0,1.18,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,7144.2,5,0,29,67,43.28,11.15,208.06,0.15,0,0.84,1.95,62,53.86,49.94,29,29.5,29.5,83,3,33,24.36,20.44,1.81,1.57,1.45,0.84,0.86,0.86,2.42,0.09,0.96,0.71,0.6
"96","Christian Fuchs",3812,"Leicester City",2907.65,32,30,2,"Left Back",6,1128,1665,223,401,4615.9,154,273,61,221,4,4.11,47,450,516,431,578,225,506,3,3,25,57,144,214,13,88,67.75,55.61,56.41,27.6,14.77,43.86,100,67.29,34.91,51.54,6.9,12.41,142.88,4.77,8.45,1.89,6.84,0.12,0.13,1.45,13.93,15.97,13.34,17.89,6.96,15.66,0.09,0.09,0.77,1.76,4.46,6.62,0.4,2.72,0,1,4,0,128,113,115,0,152,66,71,101,0,38,0,73,34,0,260.7,79,60,30,0,88.28,46.58,70.3,0,0.03,0.12,0,3.96,3.5,3.56,0,4.7,2.04,2.2,3.13,0,1.18,0,2.26,1.05,0,8.07,2.45,1.86,0.93,779,27,548,28,1,11,17,11,16,12,0,15,64.71,24.11,0.84,16.96,0.87,0.03,0.34,0.53,0.34,0.5,0.37,0,0.46,19,0,11,6,0,8,5,0,14,0,0,0,1,1,0,0,0,42.11,0,0,0,0,35.71,-1,0.59,0,0.34,0.19,0,0.25,0.15,0,0.43,0,0,0,0.03,0.03,0,0,0,1.3,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,5163.9,5,0,69,112,61.61,7.74,159.84,0.15,0,2.14,3.47,49,54.8,46.97,20,34.1,34.1,59,6,29,20.7,12.87,1.52,1.7,1.45,0.62,1.06,1.06,1.83,0.19,0.9,0.64,0.4
"97","Ciaran Clark",3041,"Aston Villa",1552.1,18,16,2,"Left Center Back",5,445,584,25,71,640.3,26,86,2,11,0,0.23,3,150,167,216,261,74,149,0,2,9,9,57,86,1,2,76.2,35.21,30.23,18.18,50,100,0,66.28,25.8,33.86,1.45,4.12,37.13,1.51,4.99,0.12,0.64,0,0.01,0.17,8.7,9.68,12.52,15.13,4.29,8.64,0,0.12,0.52,0.52,3.31,4.99,0.06,0.12,0,0,5,0,57,52,37,0,123,8,9,23,1,17,1,32,18,0,87.7,38,24,3,0,91.23,56.25,39.13,0,0,0.29,0,3.31,3.02,2.15,0,7.13,0.46,0.52,1.33,0.06,0.99,0.06,1.86,1.04,0,5.09,2.2,1.39,0.17,395,12,244.3,9,1,6,8,4,10,10,0,26,75,22.9,0.7,14.17,0.52,0.06,0.35,0.46,0.23,0.58,0.58,0,1.51,10,1,8,0,0,2,9,1,1,0,0,0,1.23,1.23,0,0,1,20,10,0,11.11,0,900,-0.23,0.58,0.06,0.46,0,0,0.12,0.52,0.06,0.06,0,0,0,0.07,0.07,0,0,0.06,1.16,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,884.6,1,0,63,100,63,2.15,51.29,0.06,0,3.65,5.8,10,12.71,11.92,30,21.45,21.45,29,0,-20,-8.74,-9.52,0.58,0.74,0.69,1.74,1.24,1.24,1.68,0,-1.16,-0.51,-0.55
"98","Claudio Yacob",3967,"West Bromwich Albion",3006.5,34,33,1,"Left Defensive Midfield",11,870,1118,125,209,2362.6,92,159,6,29,1,0.53,9,288,346,435,513,130,209,0,2,23,30,142,216,1,5,77.82,59.81,57.86,20.69,20,76.67,0,65.74,26.04,33.47,3.74,6.26,70.72,2.75,4.76,0.18,0.87,0.03,0.02,0.27,8.62,10.36,13.02,15.36,3.89,6.26,0,0.06,0.69,0.9,4.25,6.47,0.03,0.15,3,3,8,0,203,190,89,0,92,77,76,115,1,69,0,60,37,0,377.45,78,137,23,100,93.6,61.67,66.09,0.09,0.09,0.24,0,6.08,5.69,2.66,0,2.75,2.31,2.28,3.44,0.03,2.07,0,1.8,1.11,0,11.3,2.33,4.1,0.69,759,5,82,15,0,10,18,22,10,49,0,0,55.56,22.72,0.15,2.45,0.45,0,0.3,0.54,0.66,0.3,1.47,0,0,9,0,9,6,0,0,0,0,9,0,0,0,0.22,0.22,0,0,0,0,0,0,0,0,0,-0.22,0.27,0,0.27,0.18,0,0,0,0,0.27,0,0,0,0.01,0.01,0,0,0,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,2444.6,2,0,64,106,60.38,3.89,73.18,0.06,0,1.92,3.17,23,30.4,28.05,33,38.81,38.81,46,1,-10,-8.41,-10.76,0.69,0.91,0.84,0.99,1.16,1.16,1.38,0.03,-0.3,-0.25,-0.32
"99","Clinton N'Jie",3534,"Tottenham Hotspur",235.6,8,0,8,"Left Wing",21,46,72,4,9,59.7,2,6,2,6,1,0.58,2,27,37,13,19,3,9,1,1,0,2,13,20,1,4,63.89,44.44,33.33,33.33,25,0,100,65,17.57,27.5,1.53,3.44,22.81,0.76,2.29,0.76,2.29,0.38,0.22,0.76,10.31,14.13,4.97,7.26,1.15,3.44,0.38,0.38,0,0.76,4.97,7.64,0.38,1.53,0,0,0,0,9,8,5,0,0,7,6,9,0,4,0,1,0,0,24.64,4,4,2,0,88.89,0,66.67,0,0,0,0,3.44,3.06,1.91,0,0,2.67,2.29,3.44,0,1.53,0,0.38,0,0,9.41,1.53,1.53,0.76,81,7,134.4,4,4,7,12,5,11,1,0,14,58.33,30.94,2.67,51.34,1.53,1.53,2.67,4.58,1.91,4.2,0.38,0,5.35,7,0,5,2,0,2,5,0,2,0,0,0,0.5,0.5,0,0,0,28.57,0,0,0,0,250,-0.5,2.67,0,1.91,0.76,0,0.76,1.91,0,0.76,0,0,0,0.19,0.19,0,0,0,10.91,-0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,194.1,0,2,2,6,33.33,4.2,74.15,0,0.76,0.76,2.29,2,2.96,2.96,1,0.89,0.89,8,0,1,2.07,2.07,0.76,1.13,1.13,0.38,0.34,0.34,3.06,0,0.38,0.79,0.79
